14491, 1
15095, 2
15157, 1
20203, 8
15170, 1
9007, 1
11757, 7
12410, 1
19906, 4
20260, 13
12059, 1
11850, 6
13647, 9
15743, 1
11694, 1
15004, 2
13073, 4
17983, 32
18027, 4
18148, 2
17773, 4
18043, 3
18177, 1
18249, 4
18499, 2
17998, 5
17999, 3
18163, 3
18054, 1
18333, 4
18107, 4
13159, 10
14726, 1
12137, 2
13550, 1
19612, 3
11964, 1
12589, 1
11336, 1
13637, 19
15583, 6
18836, 2
12665, 3
14318, 2
12540, 1
13617, 6
16503, 2
15819, 2
15840, 1
20102, 1
11809, 43
13161, 8
13162, 23
11803, 2
11810, 74
13627, 4
11817, 3
11050, 14
14958, 2
13457, 3
19720, 1
14609, 1
12002, 4
14195, 1
11952, 1
14257, 3
11160, 3
15587, 1
20082, 2
11876, 2
11769, 1
13327, 1
11156, 3
8458, 2
11147, 1
11190, 7
14612, 3
12947, 2
11306, 11
12333, 2
11304, 4
10846, 1
19959, 1
10833, 4
10859, 11
16446, 2
11951, 2
19863, 1
11110, 1
13527, 1
16925, 6
10794, 1
13232, 1
19380, 7
8643, 2
13800, 2
18626, 1
19945, 3
10933, 1
12601, 1
12277, 6
15513, 1
11084, 2
16234, 1
10946, 1
10890, 1
13234, 1
12702, 6
19593, 3
15716, 2
10725, 15
10929, 1
20552, 12
10696, 1
10706, 4
10659, 6
14438, 11
10637, 14
10708, 45
11624, 19
10877, 1
16420, 2
19663, 14
11412, 12
10250, 8
20125, 3
19595, 2
13245, 5
12614, 6
14784, 5
11801, 1
10092, 1
13816, 4
10613, 2
20084, 3
16069, 2
10565, 5
13745, 3
11838, 9
20496, 3
11830, 4
13305, 5
13468, 12
14413, 6
11290, 1
15535, 4
13855, 11
10629, 1
15222, 4
18587, 2
13255, 1
11637, 2
10530, 1
15499, 2
19850, 1
12669, 1
10400, 7
11284, 2
13251, 1
11537, 2
12999, 1
10551, 1
10540, 4
10541, 11
13564, 2
9545, 2
11230, 1
