19983, 20
12202, 1
13651, 3
13207, 2
13211, 1
19696, 1
12188, 1
12623, 1
12543, 4
12538, 1
13361, 8
12531, 1
13362, 95
12433, 5
19749, 1
13654, 1
13884, 4
12954, 1
13625, 25
13752, 11
13614, 4
14054, 16
12889, 3
12302, 5
13719, 6
13860, 20
11760, 4
13726, 4
13690, 7
13572, 6
12841, 1
20423, 1
20347, 2
13714, 7
12977, 1
13887, 1
11674, 1
12772, 5
13580, 17
19946, 1
14051, 1
13707, 46
20342, 3
12884, 14
12488, 1
13628, 25
13682, 5
14022, 61
11793, 10
19660, 4
13712, 2
13366, 2
13370, 42
19731, 4
19698, 8
14014, 16
13094, 7
13565, 5
20011, 3
15663, 4
20381, 10
20097, 1
20083, 2
12624, 1
20054, 1
11926, 1
13551, 17
13385, 1
13391, 3
12719, 2
13010, 2
13009, 1
11788, 2
13556, 60
12988, 3
12950, 2
20400, 1
13837, 4
13833, 12
13858, 1
13832, 2
13424, 2
19880, 2
19702, 6
13077, 1
20486, 6
12992, 6
20058, 1
20232, 1
19832, 3
13512, 1
19771, 2
19141, 6
19322, 11
19314, 2
12599, 36
19230, 4
12227, 1
10841, 1
13291, 5
20016, 1
20029, 3
12925, 6
14665, 2
20726, 2
19750, 3
19608, 1
19165, 14
19618, 1
19751, 1
12724, 1
12806, 1
19747, 2
11901, 16
12716, 1
11732, 1
12838, 1
11763, 2
12702, 1
11567, 2
19642, 3
18889, 6
18883, 3
18833, 9
19304, 2
12961, 2
18820, 3
18777, 1
18779, 3
18778, 1
11638, 10
11423, 23
19678, 3
12230, 10
19714, 1
19654, 4
19308, 15
12798, 4
11355, 3
19483, 6
19622, 1
11073, 9
16973, 4
12799, 108
19040, 5
12672, 28
12868, 10
12867, 7
12859, 1
18597, 4
12617, 1
19601, 1
12629, 17
12077, 10
12030, 12
13029, 5
12635, 1
18709, 1
18680, 3
10913, 1
11634, 11
18739, 3
14284, 8
18563, 5
12513, 6
19399, 23
12753, 5
18687, 8
18583, 5
17663, 2
16257, 1
18745, 10
11762, 1
12760, 5
12752, 1
12870, 3
18982, 1
16579, 4
12576, 1
19353, 5
19570, 1
18541, 2
11440, 2
18523, 1
18644, 9
12094, 3
12690, 5
18538, 53
18520, 8
18983, 5
14170, 15
19009, 5
18943, 4
10982, 7
10977, 5
11891, 58
18513, 17
18978, 56
12625, 3
18547, 1
11810, 9
18263, 2
11867, 54
18965, 1
18980, 5
18508, 1
13181, 2
19473, 5
18996, 4
11038, 2
11434, 55
12422, 6
15854, 1
11475, 4
18348, 2
18934, 5
18986, 20
19081, 1
18975, 16
13992, 4
18988, 98
18389, 7
18101, 1
11392, 11
11662, 14
18189, 2
17001, 1
13265, 2
18390, 13
12075, 28
12369, 3
12368, 10
14602, 1
18291, 3
18292, 6
18011, 8
18280, 1
15636, 9
18118, 2
19578, 4
15221, 1
15015, 1
18114, 2
18798, 1
19520, 1
18121, 1
18632, 2
20505, 1
18008, 1
18006, 1
18342, 1
18671, 8
16983, 1
18672, 42
12331, 5
18587, 1
18669, 7
17943, 22
18053, 10
19241, 1
19468, 1
18346, 4
19381, 1
18000, 10
18022, 16
18060, 1
18040, 1
18781, 3
18017, 1
18331, 1
19047, 9
19454, 2
19050, 11
17805, 2
15388, 2
17785, 6
17788, 3
17791, 18
17773, 2
17762, 17
17764, 6
17756, 13
17720, 4
17778, 5
18230, 2
17790, 3
18324, 2
18224, 1
18225, 1
18302, 1
17981, 1
18334, 1
18751, 11
17992, 6
17998, 2
18759, 51
18744, 11
18018, 21
18423, 6
17983, 9
18028, 4
12871, 9
18021, 13
19071, 3
19189, 3
19192, 1
13301, 1
18891, 46
14878, 1
17947, 44
12583, 3
18335, 3
17944, 1
18472, 1
18010, 1
17417, 3
13286, 2
19173, 14
19174, 4
18313, 2
19522, 4
17642, 1
17951, 22
17620, 7
18309, 24
18444, 7
17942, 1
17343, 1
17621, 6
20450, 2
18576, 5
17449, 4
18654, 17
13615, 3
14728, 71
14922, 2
17641, 4
17919, 1
17582, 2
17590, 13
18077, 8
17651, 1
17584, 7
19471, 1
17379, 1
14874, 1
17670, 1
19478, 2
18030, 8
17369, 1
17377, 10
17994, 41
17989, 21
11133, 123
17376, 2
17512, 2
15377, 1
17523, 3
17492, 1
17495, 3
17464, 1
15319, 3
17418, 7
17553, 135
15340, 4
15342, 2
17296, 9
17282, 7
17555, 108
17207, 4
17908, 4
16876, 5
11089, 16
16996, 2
17218, 1
17216, 1
16986, 1
17000, 38
17231, 2
16997, 11
18989, 2
18993, 42
18287, 1
17199, 1
17797, 1
17202, 8
17233, 5
16941, 4
17242, 2
16939, 1
18352, 2
16618, 2
16729, 6
18227, 1
17979, 17
14290, 2
17806, 1
16813, 1
16786, 1
17859, 3
16871, 3
17125, 1
17122, 3
17789, 1
16866, 6
17121, 19
19405, 10
16849, 1
17075, 4
17071, 12
17045, 8
17061, 9
13567, 1
17180, 22
17104, 5
19453, 1
16788, 1
17176, 7
17068, 5
17100, 17
17102, 127
16589, 4
16881, 2
17101, 39
17103, 17
17172, 14
17097, 21
17513, 8
17175, 6
16304, 3
17478, 6
16530, 2
16532, 1
16545, 1
16546, 1
16529, 1
16523, 1
16522, 2
16520, 5
16455, 9
13821, 6
16249, 3
16517, 1
16519, 2
16443, 1
16470, 3
16449, 2
16459, 4
16464, 5
16390, 1
16403, 3
16405, 6
16408, 2
17116, 10
16385, 3
16384, 1
16194, 2
16187, 2
16142, 4
16305, 3
16230, 2
16229, 1
16298, 2
12441, 9
15360, 1
14009, 1
17743, 3
16303, 6
16291, 4
16412, 3
16319, 9
16399, 4
15954, 1
14591, 2
15984, 1
15964, 1
15955, 29
15434, 1
15435, 1
15265, 1
15232, 3
14999, 1
16293, 1
16314, 2
16418, 5
16446, 19
16447, 8
16458, 30
16451, 1
16441, 1
16231, 1
14736, 2
15130, 3
14707, 2
14708, 1
15982, 2
14670, 1
14693, 1
14720, 2
16453, 20
14510, 6
16416, 5
16473, 307
16432, 3
16260, 10
15139, 1
16263, 5
16261, 15
17499, 1
17479, 10
17848, 2
16190, 62
16071, 3
16191, 8
14126, 4
15851, 3
16466, 3
16471, 217
16159, 22
14055, 3
17010, 1
17138, 5
13990, 1
15706, 2
14556, 1
15084, 1
16472, 508
20446, 2
17452, 6
15907, 4
15844, 2
15845, 20
16474, 1199
16691, 5
19162, 3
19158, 7
13435, 4
18919, 3
18912, 1
19214, 3
19209, 6
18902, 1
18909, 12
19217, 35
19118, 7
19105, 2
17385, 3
17506, 10
17519, 32
17463, 5
17471, 1
16421, 2
17517, 31
18136, 29
17518, 88
12916, 4
17561, 5
18103, 8
16147, 51
16716, 4
19498, 40
19493, 21
16262, 2
17113, 13
16259, 3
12661, 20
16670, 22
16285, 17
16290, 4
16769, 1
18261, 5
18262, 9
18704, 1
18259, 1
18257, 4
16320, 2
18708, 3
18701, 2
18246, 2
16313, 6
17735, 1
12692, 10
19186, 12
18069, 2
18117, 19
18063, 1
18013, 24
18109, 2
18119, 43
17975, 4
17964, 2
17973, 2
17965, 1
17980, 33
17030, 2
18120, 99
12206, 8
16492, 4
16494, 3
17273, 14
15957, 1
12129, 7
16751, 4
18963, 1
19187, 44
15884, 4
17802, 17
12603, 11
15829, 3
12116, 3
12127, 63
17324, 3
12067, 1
12085, 12
12083, 3
15570, 21
12086, 3
17461, 3
17777, 7
15724, 10
18661, 2
17041, 3
16744, 3
17818, 11
17966, 14
18447, 16
20608, 8
18903, 2
20312, 2
20640, 2
19057, 1
16169, 15
17903, 1
19945, 4
19949, 3
18279, 9
19020, 8
19729, 4
18277, 20
20289, 1
20291, 3
18254, 14
18418, 16
18588, 4
15231, 1
14485, 2
20166, 1
17109, 2
16989, 1
16838, 4
19204, 4
16985, 2
19202, 2
19199, 6
19200, 3
17591, 4
17589, 3
19806, 3
20037, 13
19188, 23
19193, 3
18244, 3
16700, 6
16226, 3
17624, 1
19051, 2
16870, 18
14250, 4
15476, 2
17993, 9
15450, 6
17825, 4
17836, 3
18736, 11
16253, 9
13648, 4
15872, 1
16823, 1
13538, 10
13935, 1
10546, 3
13389, 10
15512, 48
13663, 41
19137, 5
16601, 4
14324, 1
19605, 1
18705, 4
14469, 1
20727, 7
19448, 6
19446, 6
20218, 4
14311, 4
15992, 3
18289, 1
14293, 7
12633, 54
13317, 5
16810, 3
16791, 18
16766, 2
17674, 3
15879, 1
17810, 3
18715, 5
16789, 2
14003, 21
18081, 4
16211, 3
16196, 2
19397, 1
13913, 2
15935, 3
18058, 5
19807, 6
19800, 1
15206, 1
17910, 2
14622, 2
16392, 2
15915, 6
12631, 2
11666, 3
13667, 5
13423, 3
13886, 7
13842, 3
11485, 3
13564, 4
12131, 4
11361, 2
12060, 5
12447, 4
11001, 3
13906, 2
12477, 56
11678, 15
13757, 1
16393, 2
15847, 1
11240, 10
10867, 14
12640, 11
12455, 10
12454, 1
12636, 2
13725, 2
13476, 1
11081, 5
12035, 7
11566, 6
13720, 23
13493, 1
11838, 55
13495, 3
15110, 2
11775, 8
11592, 6
11830, 17
11826, 4
12878, 17
12284, 7
11381, 4
12224, 3
11664, 3
13606, 8
12288, 4
12565, 9
13013, 28
13876, 1
15550, 8
13828, 1
13859, 10
12638, 5
11390, 5
12178, 8
12220, 1
15831, 10
12118, 4
13451, 40
10957, 3
11482, 3
13163, 5
12778, 22
13343, 1
12108, 14
12107, 5
11622, 16
11636, 41
11756, 40
11895, 68
13789, 7
13896, 21
13203, 9
13235, 4
13262, 5
13266, 1
13898, 29
18550, 1
15725, 2
12418, 4
11568, 8
15995, 3
15994, 1
15989, 8
15890, 1
13345, 4
11758, 21
12929, 4
11749, 27
13065, 10
11731, 76
11033, 7
12403, 9
11105, 9
12959, 51
12943, 16
12089, 111
12833, 1
13669, 3
14959, 2
15604, 20
12809, 10
13499, 1
12238, 4
13019, 62
13331, 6
13843, 16
13524, 1
10857, 53
11258, 12
18830, 5
12301, 60
13546, 2
12325, 12
11107, 3
12519, 39
12807, 2
12546, 7
12539, 7
12579, 23
12468, 9
12570, 20
13439, 3
15572, 7
11712, 28
12582, 2
14226, 5
13011, 58
19170, 2
11689, 19
11844, 8
13106, 4
13695, 1
11292, 29
11311, 19
8034, 36
11447, 35
12840, 14
12788, 6
11437, 22
13406, 2
13404, 12
11102, 6
13697, 8
13413, 1
10926, 1
10989, 107
11530, 5
12793, 15
11043, 53
12776, 6
17279, 1
12956, 4
12945, 8
12970, 4
13373, 5
11692, 9
12921, 9
12907, 3
12756, 4
11897, 8
10843, 4
12548, 76
12626, 12
12730, 135
18474, 1
12048, 39
12741, 10
12879, 15
10270, 48
12705, 1
13070, 1
12655, 3
12828, 30
11646, 24
12326, 56
12486, 9
12774, 76
10915, 1
12939, 46
13053, 1
13279, 3
15677, 5
13039, 5
18464, 1
11676, 13
10029, 13
11483, 8
15846, 1
12199, 9
12575, 6
11695, 29
11697, 17
11322, 23
11730, 8
11268, 59
12155, 10
9212, 51
12852, 3
12204, 2
11312, 1
12526, 1
13570, 5
12551, 129
11588, 2
10761, 38
12667, 1
13299, 1
12590, 1
13228, 2
12559, 18
10887, 1
15396, 2
13562, 2
12966, 51
12777, 1
15446, 16
12847, 34
12846, 1
13518, 8
13519, 23
12634, 2
12736, 6
13683, 2
12429, 2
12373, 10
12193, 43
19046, 7
13703, 9
15887, 3
15031, 1
16153, 29
15128, 4
15589, 4
12831, 4
15591, 3
16084, 4
16082, 4
16087, 4
16088, 3
16085, 32
16081, 3
16097, 6
16080, 1
16096, 4
14480, 12
12232, 37
16144, 11
16141, 16
15262, 5
13293, 1
15330, 3
15174, 5
15673, 1
12262, 12
18160, 1
15670, 4
11442, 10
11429, 3
10632, 799
12231, 34
12023, 6
11113, 26
11401, 31
11912, 5
12515, 31
15331, 12
11391, 7
11413, 27
15266, 1
12704, 24
12196, 5
13944, 1
18395, 7
11645, 13
15152, 2
15102, 1
12183, 8
14488, 9
12221, 46
13347, 5
11878, 19
11873, 23
13324, 2
12273, 10
12184, 10
11581, 27
15346, 5
11582, 18
15640, 2
12888, 10
11459, 8
12596, 6
10216, 138
12591, 3
12802, 4
11879, 5
11887, 26
12688, 18
11894, 14
13338, 1
11875, 19
11318, 24
12584, 43
11315, 4
11096, 23
12577, 7
10986, 13
10980, 5
11989, 8
12417, 3
12039, 2
12506, 56
12952, 4
11746, 14
12028, 20
11688, 3
12421, 3
12972, 18
12973, 4
11748, 112
18284, 8
10969, 12
11002, 6
12601, 1
12646, 4
12664, 79
12350, 6
12360, 18
11432, 13
11427, 18
12197, 71
11910, 6
12374, 151
11718, 19
11836, 24
11462, 41
11681, 2
15001, 4
11497, 5
12682, 4
11139, 2
11484, 6
12495, 29
15169, 1
12484, 36
11422, 10
12497, 103
11569, 9
11324, 3
11092, 14
11783, 2
11675, 1
12641, 118
12981, 23
11975, 8
11928, 5
12104, 10
11449, 59
12419, 12
15030, 1
12618, 5
12053, 45
11095, 6
13204, 2
11051, 11
10505, 8
15560, 1
11750, 12
11070, 25
11071, 113
13169, 2
12200, 12
12512, 9
14377, 15
12621, 4
12503, 50
12278, 3
13055, 8
11832, 14
12592, 12
12409, 4
12998, 9
12663, 22
12974, 16
12478, 12
12731, 11
12910, 37
14030, 3
10551, 31
11677, 6
10284, 45
11665, 12
10572, 17
11914, 1
9768, 26
12237, 1
9708, 13
12257, 20
12400, 2
14321, 9
15184, 6
15178, 1
15177, 5
14818, 5
15144, 3
14262, 2
15187, 48
11981, 2
14820, 1
15325, 4
11275, 32
11295, 3
12849, 4
11954, 6
12775, 6
12439, 5
12505, 60
13057, 40
13042, 1
11965, 15
11915, 6
11327, 13
11360, 99
15098, 1
11367, 15
12135, 38
11714, 36
12726, 13
11525, 2
12081, 40
12015, 1
15530, 3
11917, 27
11373, 39
14574, 9
11255, 3
14586, 1
12747, 13
12757, 16
10995, 14
11168, 5
11208, 2
11010, 4
11234, 4
11141, 4
11220, 12
11384, 4
11992, 4
15276, 5
11936, 24
12851, 7
12686, 9
14875, 1
11804, 2
11922, 11
12426, 2
12473, 13
12420, 38
12465, 6
13741, 1
11680, 3
12005, 22
15306, 1
14771, 3
12547, 20
12549, 134
11320, 13
15039, 4
10575, 104
11590, 48
12517, 52
12500, 43
14822, 1
11388, 4
7943, 47
7945, 12
12883, 8
12891, 2
11304, 8
12632, 31
12541, 2
10182, 158
14798, 1
13987, 1
12285, 18
10820, 102
12555, 11
12876, 2
11723, 13
14005, 2
11655, 2
12304, 29
12780, 1
12527, 1
15123, 9
11630, 16
12713, 6
15124, 7
15453, 1
11259, 2
12725, 1
12732, 40
12727, 27
11477, 3
12479, 37
12738, 25
12259, 15
10859, 39
12143, 13
12152, 10
15214, 3
15211, 2
12290, 47
12612, 10
10842, 22
12542, 25
